"filename", "language", "JavaScript", "Vue", "XML", "Less", "JSON", "Markdown", "HTML", "Properties", "Log", "comment", "blank", "total"
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/layouts/BlankLayout.vue", "Vue", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/layouts/PageView.vue", "Vue", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/layouts/RouteView.vue", "Vue", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 2, 31
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/layouts/UserLayout.vue", "Vue", 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 22, 170
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/layouts/index.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/locales/index.js", "JavaScript", 46, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 60
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/locales/lang/zh-CN.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 25
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/locales/lang/zh-CN/global.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/locales/lang/zh-CN/menu.js", "JavaScript", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/locales/lang/zh-CN/user.js", "JavaScript", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 44
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/permission.js", "JavaScript", 64, 0, 0, 0, 0, 0, 0, 0, 0, 16, 5, 85
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/router/generator-routers.js", "JavaScript", 103, 0, 0, 0, 0, 0, 0, 0, 0, 45, 12, 160
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/router/index.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 19
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/store/app-mixin.js", "JavaScript", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 33
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/store/device-mixin.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/store/getters.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/store/i18n-mixin.js", "JavaScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/store/modules/app.js", "JavaScript", 96, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 100
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/store/modules/async-router.js", "JavaScript", 26, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 32
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/store/modules/permission.js", "JavaScript", 57, 0, 0, 0, 0, 0, 0, 0, 0, 16, 6, 79
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/store/modules/user.js", "JavaScript", 84, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 102
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/store/mutation-types.js", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/utils/axios.js", "JavaScript", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 34
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/utils/domUtil.js", "JavaScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 22
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/utils/filter.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/utils/request.js", "JavaScript", 78, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 96
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/utils/routeConvert.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 31
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/utils/util.js", "JavaScript", 76, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 97
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/appCore/utils/utils.less", "Less", 0, 0, 0, 46, 0, 0, 0, 0, 0, 2, 2, 50
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/assets/background.svg", "XML", 0, 0, 68, 0, 0, 0, 0, 0, 0, 1, 0, 69
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/components/Uploader/index.vue", "Vue", 0, 77, 0, 0, 0, 0, 0, 0, 0, 1, 6, 84
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/config/defaultSettings.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/config/router.config.js", "JavaScript", 320, 0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 337
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/main.js", "JavaScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 43
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/mock/index.js", "JavaScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 21
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/mock/services/assest.js", "JavaScript", 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 148
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/mock/services/auth.js", "JavaScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 44
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/mock/services/configuration.js", "JavaScript", 325, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 330
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/mock/services/diagnosis.js", "JavaScript", 264, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19, 286
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/mock/services/management.js", "JavaScript", 104, 0, 0, 0, 0, 0, 0, 0, 0, 13, 11, 128
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/mock/services/task.js", "JavaScript", 174, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17, 193
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/mock/topoTestJson.js", "JavaScript", 245, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 247
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/mock/util.js", "JavaScript", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 39
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/store/index.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 31
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/store/modules/host.js", "JavaScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/404.vue", "Vue", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/assests/HostEdition.vue", "Vue", 0, 195, 0, 0, 0, 0, 0, 0, 0, 6, 5, 206
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/assests/HostGroupManagement.vue", "Vue", 0, 342, 0, 0, 0, 0, 0, 0, 0, 17, 10, 369
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/assests/HostManagement.vue", "Vue", 0, 313, 0, 0, 0, 0, 0, 0, 0, 3, 8, 324
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/assests/components/AddHostGroupModal.vue", "Vue", 0, 90, 0, 0, 0, 0, 0, 0, 0, 1, 2, 93
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/assests/components/HostDetailDrawer.vue", "Vue", 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 3, 126
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/assests/utils/getSelectedRow.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/configuration/DiffTest.vue", "Vue", 0, 246, 0, 0, 0, 0, 0, 0, 0, 5, 4, 255
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/configuration/QueryHostList.vue", "Vue", 0, 400, 0, 0, 0, 0, 0, 0, 0, 3, 10, 413
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/configuration/TranscationDomainConfigurations.vue", "Vue", 0, 437, 0, 0, 0, 0, 0, 0, 0, 7, 7, 451
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/configuration/TranscationDomainManagement.vue", "Vue", 0, 160, 0, 0, 0, 0, 0, 0, 0, 2, 6, 168
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/configuration/components/AddConfigurationDrawer.vue", "Vue", 0, 240, 0, 0, 0, 0, 0, 0, 0, 2, 3, 245
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/configuration/components/AddDomainModal.vue", "Vue", 0, 78, 0, 0, 0, 0, 0, 0, 0, 1, 2, 81
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/configuration/components/AddHostDrawer.vue", "Vue", 0, 210, 0, 0, 0, 0, 0, 0, 0, 3, 2, 215
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/configuration/components/AddTranscationDomainModal.vue", "Vue", 0, 102, 0, 0, 0, 0, 0, 0, 0, 2, 2, 106
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/configuration/components/CompareDiffView.vue", "Vue", 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 4, 96
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/configuration/components/DomainSelectionModal.vue", "Vue", 0, 74, 0, 0, 0, 0, 0, 0, 0, 1, 2, 77
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/configuration/components/GetDomainStatusDrawer.vue", "Vue", 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 6, 119
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/configuration/components/QueryExpectConfsDrawer.vue", "Vue", 0, 89, 0, 0, 0, 0, 0, 0, 0, 3, 5, 97
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/configuration/components/QueryRealConfsDrawer.vue", "Vue", 0, 216, 0, 0, 0, 0, 0, 0, 0, 2, 7, 225
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/configuration/utils/compareContent.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/configuration/utils/statusCheckTools.js", "JavaScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 27
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/dashboard/Dashboard.vue", "Vue", 0, 220, 0, 0, 0, 0, 0, 0, 0, 0, 6, 226
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/diagnosis/AbnormalCheck.vue", "Vue", 0, 252, 0, 0, 0, 0, 0, 0, 0, 1, 7, 260
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/diagnosis/DiagReport.vue", "Vue", 0, 144, 0, 0, 0, 0, 0, 0, 0, 1, 3, 148
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/diagnosis/FaultDiagnosis.vue", "Vue", 0, 392, 0, 0, 0, 0, 0, 0, 0, 13, 4, 409
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/diagnosis/FaultTrees.vue", "Vue", 0, 151, 0, 0, 0, 0, 0, 0, 0, 2, 4, 157
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/diagnosis/NetworkTopoDiagram.vue", "Vue", 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 3, 103
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/diagnosis/RuleManagement.vue", "Vue", 0, 238, 0, 0, 0, 0, 0, 0, 0, 0, 7, 245
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/diagnosis/components/AddAbnormalCheckRuleDrawer.vue", "Vue", 0, 95, 0, 0, 0, 0, 0, 0, 0, 1, 5, 101
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/diagnosis/components/AddFaultDiagnosis.vue", "Vue", 0, 149, 0, 0, 0, 0, 0, 0, 0, 1, 4, 154
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/diagnosis/components/AddFaultTree.vue", "Vue", 0, 81, 0, 0, 0, 0, 0, 0, 0, 1, 4, 86
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/diagnosis/components/CardInfo.vue", "Vue", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 6, 55
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/diagnosis/components/CheckResultExpanded.vue", "Vue", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 4, 49
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/diagnosis/components/FaultTree.vue", "Vue", 0, 253, 0, 0, 0, 0, 0, 0, 0, 10, 12, 275
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/diagnosis/components/FaultTreeGraph.vue", "Vue", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/diagnosis/components/GetCheckResultDrawer.vue", "Vue", 0, 72, 0, 0, 0, 0, 0, 0, 0, 1, 4, 77
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/diagnosis/components/NetworkTopo.vue", "Vue", 0, 150, 0, 0, 0, 0, 0, 0, 0, 3, 12, 165
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/diagnosis/utils/treeDataProcesser.js", "JavaScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/exception/403.vue", "Vue", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/exception/404.vue", "Vue", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/exception/500.vue", "Vue", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/task/TaskManagement.vue", "Vue", 0, 404, 0, 0, 0, 0, 0, 0, 0, 13, 7, 424
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/task/components/AddTask.vue", "Vue", 0, 112, 0, 0, 0, 0, 0, 0, 0, 1, 5, 118
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/task/components/AddTemplate.vue", "Vue", 0, 83, 0, 0, 0, 0, 0, 0, 0, 1, 4, 88
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/user/Login.vue", "Vue", 0, 191, 0, 0, 0, 0, 0, 0, 0, 3, 15, 209
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/utils/DrawerView.vue", "Vue", 0, 105, 0, 0, 0, 0, 0, 0, 0, 2, 2, 109
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/utils/MyPageHeaderWrapper.vue", "Vue", 0, 41, 0, 0, 0, 0, 0, 0, 0, 1, 3, 45
"/Users/xiaoyn/Desktop/workingFiles/project180007/src/views/utils/Utils.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 28
"/Users/xiaoyn/Desktop/workingFiles/project180007/tests/unit/.eslintrc.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/xiaoyn/Desktop/workingFiles/project180007/vue.config.js", "JavaScript", 127, 0, 0, 0, 0, 0, 0, 0, 0, 15, 13, 155
"/Users/xiaoyn/Desktop/workingFiles/project180007/webstorm.config.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/xiaoyn/Desktop/workingFiles/project180007/yarn-error.log", "Log", 0, 0, 0, 0, 0, 0, 0, 0, 10376, 0, 1577, 11953
"Total", "-", 4062, 7673, 68, 270, 78, 37, 25, 18, 10376, 477, 2275, 25359
